Type,Date,Latitude,Longitude

Multiple_Gunshots,12/13/2014,38.68,-90.27

Single_Gunshot,12/13/2014,38.67,-90.25

Multiple_Gunshots,12/13/2014,38.66,-90.28

Single_Gunshot,12/12/2014,38.67,-90.23

Multiple_Gunshots,12/12/2014,38.66,-90.24

Multiple_Gunshots,12/12/2014,38.68,-90.27

Single_Gunshot,12/12/2014,38.66,-90.25

Multiple_Gunshots,12/12/2014,38.67,-90.26

Multiple_Gunshots,12/12/2014,38.67,-90.26

Multiple_Gunshots,12/12/2014,38.67,-90.24

Multiple_Gunshots,12/12/2014,38.67,-90.23

Single_Gunshot,12/11/2014,38.67,-90.23

Multiple_Gunshots,12/11/2014,38.67,-90.23

Multiple_Gunshots,12/11/2014,38.67,-90.23

Multiple_Gunshots,12/11/2014,38.67,-90.24

Single_Gunshot,12/11/2014,38.67,-90.24

Single_Gunshot,12/11/2014,38.67,-90.24

Single_Gunshot,12/10/2014,38.67,-90.24

Multiple_Gunshots,12/10/2014,38.69,-90.28

Single_Gunshot,12/10/2014,38.68,-90.27

Multiple_Gunshots,12/10/2014,38.68,-90.29

Single_Gunshot,12/10/2014,38.68,-90.27

Multiple_Gunshots,12/9/2014,38.68,-90.24

Multiple_Gunshots,12/9/2014,38.67,-90.26

Multiple_Gunshots,12/9/2014,38.67,-90.23

Single_Gunshot,12/9/2014,38.67,-90.26

Multiple_Gunshots,12/18/2014,38.67,-90.25

Single_Gunshot,12/18/2014,38.67,-90.25

Single_Gunshot,12/18/2014,38.67,-90.25

Multiple_Gunshots,12/18/2014,38.67,-90.23

Multiple_Gunshots,12/18/2014,38.67,-90.24

Single_Gunshot,12/18/2014,38.67,-90.26

Multiple_Gunshots,12/18/2014,38.67,-90.24

Multiple_Gunshots,12/18/2014,38.67,-90.24

Multiple_Gunshots,12/18/2014,38.66,-90.24

Single_Gunshot,12/18/2014,38.67,-90.25

Multiple_Gunshots,12/18/2014,38.66,-90.27

Single_Gunshot,12/18/2014,38.68,-90.27

Single_Gunshot,12/18/2014,38.67,-90.24

Multiple_Gunshots,12/18/2014,38.66,-90.23

Single_Gunshot,12/7/2014,38.66,-90.24

Multiple_Gunshots,12/7/2014,38.66,-90.26

Single_Gunshot,12/7/2014,38.67,-90.23

Single_Gunshot,12/7/2014,38.68,-90.28

Single_Gunshot,12/7/2014,38.67,-90.23

Single_Gunshot,12/7/2014,38.67,-90.25

Multiple_Gunshots,12/7/2014,38.67,-90.25

Multiple_Gunshots,12/6/2014,38.68,-90.27

Gunshot_or_firework,12/6/2014,38.66,-90.26

Multiple_Gunshots,12/6/2014,38.67,-90.24

Multiple_Gunshots,12/6/2014,38.66,-90.25

Multiple_Gunshots,12/6/2014,38.68,-90.23

Multiple_Gunshots,12/6/2014,38.67,-90.24

Single_Gunshot,12/5/2014,38.68,-90.23

Single_Gunshot,12/5/2014,38.68,-90.26

Multiple_Gunshots,12/5/2014,38.67,-90.22

Multiple_Gunshots,12/5/2014,38.67,-90.23

Multiple_Gunshots,12/5/2014,38.68,-90.28

Multiple_Gunshots,12/5/2014,38.68,-90.28

Multiple_Gunshots,12/4/2014,38.67,-90.27

Multiple_Gunshots,12/4/2014,38.68,-90.27

Multiple_Gunshots,12/4/2014,38.67,-90.22

Single_Gunshot,12/4/2014,38.67,-90.24

Multiple_Gunshots,12/4/2014,38.67,-90.26

Multiple_Gunshots,12/4/2014,38.67,-90.26

Multiple_Gunshots,12/4/2014,38.67,-90.23

Multiple_Gunshots,12/4/2014,38.67,-90.23

Multiple_Gunshots,12/3/2014,38.67,-90.23

Multiple_Gunshots,12/3/2014,38.67,-90.23

Multiple_Gunshots,12/3/2014,38.68,-90.27

Multiple_Gunshots,12/3/2014,38.68,-90.27

Multiple_Gunshots,12/3/2014,38.68,-90.28

Single_Gunshot,12/3/2014,38.67,-90.26

Gunshot_or_firework,12/3/2014,38.67,-90.23

Multiple_Gunshots,12/3/2014,38.68,-90.27

Single_Gunshot,12/3/2014,38.66,-90.24

Multiple_Gunshots,12/3/2014,38.67,-90.29

Multiple_Gunshots,12/3/2014,38.68,-90.27

Multiple_Gunshots,12/2/2014,38.66,-90.26

Multiple_Gunshots,12/2/2014,38.67,-90.26

Multiple_Gunshots,12/2/2014,38.68,-90.28

Multiple_Gunshots,12/2/2014,38.66,-90.23

Multiple_Gunshots,12/1/2014,38.67,-90.23

Single_Gunshot,12/1/2014,38.68,-90.26

Multiple_Gunshots,12/1/2014,38.67,-90.23

Single_Gunshot,11/30/2014,38.67,-90.22

Single_Gunshot,11/30/2014,38.68,-90.27

Multiple_Gunshots,11/30/2014,38.67,-90.28

Multiple_Gunshots,11/30/2014,38.65,-90.25

Single_Gunshot,11/30/2014,38.67,-90.23

Single_Gunshot,11/30/2014,38.68,-90.27

Multiple_Gunshots,11/29/2014,38.67,-90.24

Multiple_Gunshots,11/29/2014,38.67,-90.24

Multiple_Gunshots,11/29/2014,38.68,-90.27

Single_Gunshot,11/29/2014,38.67,-90.26

Single_Gunshot,11/29/2014,38.66,-90.23

Multiple_Gunshots,11/29/2014,38.66,-90.24

Single_Gunshot,11/29/2014,38.66,-90.26

Single_Gunshot,11/29/2014,38.67,-90.28

Single_Gunshot,11/29/2014,38.67,-90.28

Multiple_Gunshots,11/29/2014,38.67,-90.26

Multiple_Gunshots,11/28/2014,38.66,-90.28

Multiple_Gunshots,11/28/2014,38.67,-90.22

Single_Gunshot,11/28/2014,38.66,-90.26

Single_Gunshot,11/28/2014,38.67,-90.26

Single_Gunshot,11/28/2014,38.67,-90.26

Multiple_Gunshots,11/28/2014,38.67,-90.24

Multiple_Gunshots,11/28/2014,38.67,-90.26

Single_Gunshot,11/28/2014,38.67,-90.23

Multiple_Gunshots,11/28/2014,38.67,-90.26

Single_Gunshot,11/28/2014,38.67,-90.26

Single_Gunshot,11/28/2014,38.67,-90.26

Multiple_Gunshots,11/28/2014,38.67,-90.26

Multiple_Gunshots,11/27/2014,38.66,-90.25

Single_Gunshot,11/27/2014,38.67,-90.23

Single_Gunshot,11/27/2014,38.67,-90.23

Multiple_Gunshots,11/27/2014,38.67,-90.26

Multiple_Gunshots,11/26/2014,38.67,-90.23

Single_Gunshot,11/26/2014,38.67,-90.23

Multiple_Gunshots,11/26/2014,38.67,-90.28

Multiple_Gunshots,11/26/2014,38.67,-90.28

Single_Gunshot,11/26/2014,38.68,-90.27

Single_Gunshot,11/26/2014,38.68,-90.28

Multiple_Gunshots,11/26/2014,38.68,-90.28

Multiple_Gunshots,11/25/2014,38.67,-90.26

Multiple_Gunshots,11/25/2014,38.66,-90.26

Multiple_Gunshots,11/25/2014,38.68,-90.27

Multiple_Gunshots,11/25/2014,38.68,-90.27

Single_Gunshot,11/25/2014,38.67,-90.26

Multiple_Gunshots,11/25/2014,38.67,-90.26

Single_Gunshot,11/25/2014,38.67,-90.25

Multiple_Gunshots,11/25/2014,38.67,-90.26

Multiple_Gunshots,11/25/2014,38.68,-90.27

Multiple_Gunshots,11/25/2014,38.68,-90.27

Single_Gunshot,11/24/2014,38.68,-90.28

Multiple_Gunshots,11/24/2014,38.68,-90.28

Single_Gunshot,11/24/2014,38.67,-90.24

Multiple_Gunshots,11/24/2014,38.67,-90.24

Single_Gunshot,11/24/2014,38.68,-90.28

Single_Gunshot,11/24/2014,38.68,-90.24

Single_Gunshot,11/24/2014,38.68,-90.24

Multiple_Gunshots,11/24/2014,38.68,-90.29

Multiple_Gunshots,11/24/2014,38.66,-90.26

Single_Gunshot,11/24/2014,38.67,-90.26

Multiple_Gunshots,11/24/2014,38.67,-90.27

Multiple_Gunshots,11/24/2014,38.67,-90.27

Single_Gunshot,11/24/2014,38.67,-90.26

Single_Gunshot,11/24/2014,38.67,-90.27

Single_Gunshot,11/24/2014,38.67,-90.27

Single_Gunshot,11/24/2014,38.66,-90.27

Multiple_Gunshots,11/24/2014,38.66,-90.28

Single_Gunshot,11/24/2014,38.67,-90.23

Multiple_Gunshots,11/24/2014,38.68,-90.23

Single_Gunshot,11/24/2014,38.66,-90.27

Multiple_Gunshots,11/23/2014,38.66,-90.25

Multiple_Gunshots,11/23/2014,38.68,-90.29

Multiple_Gunshots,11/23/2014,38.67,-90.26

Multiple_Gunshots,11/23/2014,38.67,-90.26

Multiple_Gunshots,11/23/2014,38.67,-90.25

Multiple_Gunshots,11/23/2014,38.67,-90.26

Single_Gunshot,11/23/2014,38.66,-90.26

Single_Gunshot,11/23/2014,38.66,-90.26

Single_Gunshot,11/23/2014,38.67,-90.26

Multiple_Gunshots,11/23/2014,38.67,-90.23

Single_Gunshot,11/22/2014,38.66,-90.24

Single_Gunshot,11/22/2014,38.67,-90.25

Single_Gunshot,11/22/2014,38.66,-90.23

Single_Gunshot,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.67,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.28

Single_Gunshot,11/22/2014,38.67,-90.24

Single_Gunshot,11/22/2014,38.66,-90.23

Multiple_Gunshots,11/22/2014,38.68,-90.28

Single_Gunshot,11/22/2014,38.68,-90.28

Single_Gunshot,11/22/2014,38.68,-90.28

Multiple_Gunshots,11/22/2014,38.66,-90.24

Multiple_Gunshots,11/22/2014,38.67,-90.24

Multiple_Gunshots,11/22/2014,38.66,-90.24

Multiple_Gunshots,11/22/2014,38.67,-90.23

Multiple_Gunshots,11/22/2014,38.66,-90.25

Multiple_Gunshots,11/22/2014,38.68,-90.28

Single_Gunshot,11/22/2014,38.67,-90.23

Multiple_Gunshots,11/22/2014,38.67,-90.23

Single_Gunshot,11/22/2014,38.67,-90.23

Single_Gunshot,11/22/2014,38.66,-90.27

Multiple_Gunshots,11/21/2014,38.67,-90.26

Multiple_Gunshots,11/21/2014,38.67,-90.26

Single_Gunshot,11/21/2014,38.67,-90.28

Single_Gunshot,11/20/2014,38.66,-90.23

Single_Gunshot,11/20/2014,38.66,-90.23

Multiple_Gunshots,11/20/2014,38.67,-90.28

Single_Gunshot,11/20/2014,38.67,-90.28

Multiple_Gunshots,11/19/2014,38.68,-90.27

Multiple_Gunshots,11/19/2014,38.68,-90.27

Multiple_Gunshots,11/19/2014,38.68,-90.27

Multiple_Gunshots,11/19/2014,38.68,-90.27

Multiple_Gunshots,11/19/2014,38.67,-90.24

Single_Gunshot,11/19/2014,38.67,-90.23

Multiple_Gunshots,11/18/2014,38.67,-90.27

Multiple_Gunshots,11/18/2014,38.67,-90.26

Multiple_Gunshots,11/18/2014,38.67,-90.26

Multiple_Gunshots,11/18/2014,38.67,-90.26

Single_Gunshot,11/17/2014,38.67,-90.26

Multiple_Gunshots,11/16/2014,38.68,-90.28

Single_Gunshot,11/16/2014,38.67,-90.25

Multiple_Gunshots,11/15/2014,38.68,-90.27

Multiple_Gunshots,11/15/2014,38.67,-90.24

Multiple_Gunshots,11/15/2014,38.67,-90.24

Multiple_Gunshots,11/15/2014,38.68,-90.27

Multiple_Gunshots,11/15/2014,38.67,-90.28

Multiple_Gunshots,11/15/2014,38.67,-90.22

Multiple_Gunshots,11/15/2014,38.66,-90.25

Multiple_Gunshots,11/15/2014,38.66,-90.23

Single_Gunshot,11/15/2014,38.67,-90.26

Multiple_Gunshots,11/15/2014,38.68,-90.23

Multiple_Gunshots,11/14/2014,38.67,-90.23

Multiple_Gunshots,11/14/2014,38.68,-90.27

Multiple_Gunshots,11/14/2014,38.68,-90.27

Single_Gunshot,11/14/2014,38.67,-90.23

Multiple_Gunshots,11/14/2014,38.68,-90.25

Multiple_Gunshots,11/14/2014,38.68,-90.25

Single_Gunshot,11/14/2014,38.68,-90.28

Single_Gunshot,11/14/2014,38.68,-90.27

Single_Gunshot,11/13/2014,38.67,-90.23

Single_Gunshot,11/13/2014,38.67,-90.24

Single_Gunshot,11/13/2014,38.67,-90.24

Single_Gunshot,11/12/2014,38.68,-90.28

Multiple_Gunshots,11/12/2014,38.67,-90.24

Single_Gunshot,11/12/2014,38.67,-90.27

Multiple_Gunshots,11/12/2014,38.68,-90.27

Single_Gunshot,11/11/2014,38.68,-90.22

Single_Gunshot,11/11/2014,38.67,-90.25

Multiple_Gunshots,11/11/2014,38.68,-90.24

Multiple_Gunshots,11/11/2014,38.66,-90.25

Multiple_Gunshots,11/10/2014,38.68,-90.28

Multiple_Gunshots,11/10/2014,38.68,-90.27

Multiple_Gunshots,11/10/2014,38.68,-90.27

Single_Gunshot,11/10/2014,38.67,-90.24

Single_Gunshot,11/10/2014,38.67,-90.25

Multiple_Gunshots,11/9/2014,38.68,-90.28

Single_Gunshot,11/9/2014,38.68,-90.27

Multiple_Gunshots,11/9/2014,38.67,-90.24

Single_Gunshot,11/9/2014,38.67,-90.27

Multiple_Gunshots,11/9/2014,38.66,-90.25

Single_Gunshot,11/9/2014,38.67,-90.23

Single_Gunshot,11/9/2014,38.67,-90.26

Single_Gunshot,11/8/2014,38.66,-90.23

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Single_Gunshot,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/8/2014,38.67,-90.24

Multiple_Gunshots,11/7/2014,38.67,-90.23

Multiple_Gunshots,11/7/2014,38.67,-90.26

Multiple_Gunshots,11/7/2014,38.67,-90.27

Multiple_Gunshots,11/7/2014,38.68,-90.27

Multiple_Gunshots,11/7/2014,38.67,-90.23

Multiple_Gunshots,11/7/2014,38.67,-90.24

Multiple_Gunshots,11/7/2014,38.68,-90.27

Single_Gunshot,11/6/2014,38.68,-90.24

Single_Gunshot,11/6/2014,38.67,-90.25

Single_Gunshot,11/6/2014,38.67,-90.23

Single_Gunshot,11/6/2014,38.67,-90.23

Multiple_Gunshots,11/6/2014,38.68,-90.28

Single_Gunshot,11/6/2014,38.68,-90.28

Single_Gunshot,11/5/2014,38.66,-90.25

Single_Gunshot,11/5/2014,38.68,-90.27

Multiple_Gunshots,11/5/2014,38.67,-90.23

Single_Gunshot,11/5/2014,38.66,-90.27

Single_Gunshot,11/5/2014,38.68,-90.25

Single_Gunshot,11/4/2014,38.67,-90.27

Gunshot_or_firework,11/4/2014,38.67,-90.24

Multiple_Gunshots,11/4/2014,38.67,-90.26

Multiple_Gunshots,11/4/2014,38.67,-90.25

Multiple_Gunshots,11/4/2014,38.66,-90.28

Multiple_Gunshots,11/4/2014,38.66,-90.28

Single_Gunshot,11/4/2014,38.67,-90.26

Single_Gunshot,11/4/2014,38.67,-90.23

Single_Gunshot,11/3/2014,38.67,-90.23

Single_Gunshot,11/3/2014,38.67,-90.23

Multiple_Gunshots,11/3/2014,38.68,-90.27

Multiple_Gunshots,11/3/2014,38.67,-90.26

Single_Gunshot,11/3/2014,38.66,-90.24

Single_Gunshot,11/3/2014,38.66,-90.24

Multiple_Gunshots,11/2/2014,38.68,-90.23

Single_Gunshot,11/2/2014,38.67,-90.23

Multiple_Gunshots,11/2/2014,38.67,-90.26

Single_Gunshot,11/2/2014,38.68,-90.24

Multiple_Gunshots,11/2/2014,38.68,-90.28

Multiple_Gunshots,11/2/2014,38.68,-90.28

Multiple_Gunshots,11/1/2014,38.67,-90.24

Single_Gunshot,11/1/2014,38.67,-90.24

Single_Gunshot,11/1/2014,38.67,-90.24

Single_Gunshot,11/1/2014,38.66,-90.24

Single_Gunshot,11/1/2014,38.67,-90.26

Multiple_Gunshots,11/1/2014,38.68,-90.27

Multiple_Gunshots,10/31/2014,38.68,-90.28

Multiple_Gunshots,10/31/2014,38.68,-90.29

Multiple_Gunshots,10/30/2014,38.67,-90.26

Single_Gunshot,10/30/2014,38.67,-90.26

Single_Gunshot,10/30/2014,38.66,-90.27

Single_Gunshot,10/30/2014,38.67,-90.25

Single_Gunshot,10/30/2014,38.67,-90.23

Multiple_Gunshots,10/30/2014,38.67,-90.26

Single_Gunshot,10/30/2014,38.68,-90.22

Multiple_Gunshots,10/30/2014,38.67,-90.24

Single_Gunshot,10/30/2014,38.67,-90.24

Single_Gunshot,10/29/2014,38.67,-90.25

Multiple_Gunshots,10/29/2014,38.68,-90.27

Multiple_Gunshots,10/29/2014,38.68,-90.27

Single_Gunshot,10/29/2014,38.67,-90.23

Multiple_Gunshots,10/29/2014,38.68,-90.27

Single_Gunshot,10/29/2014,38.68,-90.27

Single_Gunshot,10/29/2014,38.67,-90.23

Multiple_Gunshots,10/29/2014,38.67,-90.23

Single_Gunshot,10/29/2014,38.67,-90.23

Single_Gunshot,10/28/2014,38.67,-90.25

Single_Gunshot,10/28/2014,38.67,-90.26

Multiple_Gunshots,10/28/2014,38.69,-90.27

Multiple_Gunshots,10/27/2014,38.67,-90.26

Single_Gunshot,10/27/2014,38.67,-90.25

Single_Gunshot,10/27/2014,38.66,-90.24

Single_Gunshot,10/27/2014,38.66,-90.24

Multiple_Gunshots,10/27/2014,38.67,-90.27

Multiple_Gunshots,10/26/2014,38.67,-90.23

Multiple_Gunshots,10/26/2014,38.67,-90.26

Multiple_Gunshots,10/26/2014,38.67,-90.24

Single_Gunshot,10/26/2014,38.67,-90.23

Single_Gunshot,10/26/2014,38.67,-90.23

Multiple_Gunshots,10/26/2014,38.67,-90.26

Multiple_Gunshots,10/25/2014,38.68,-90.27

Multiple_Gunshots,10/25/2014,38.66,-90.27

Single_Gunshot,10/25/2014,38.68,-90.23

Multiple_Gunshots,10/25/2014,38.69,-90.27

Multiple_Gunshots,10/25/2014,38.66,-90.23

Multiple_Gunshots,10/25/2014,38.68,-90.28

Single_Gunshot,10/25/2014,38.66,-90.23

Multiple_Gunshots,10/25/2014,38.68,-90.28

Multiple_Gunshots,10/25/2014,38.67,-90.26

Multiple_Gunshots,10/25/2014,38.67,-90.24

Multiple_Gunshots,10/25/2014,38.68,-90.23

Single_Gunshot,10/25/2014,38.67,-90.23

Multiple_Gunshots,10/25/2014,38.65,-90.25

Single_Gunshot,10/25/2014,38.68,-90.28

Single_Gunshot,10/24/2014,38.66,-90.24

Single_Gunshot,10/24/2014,38.66,-90.24

Single_Gunshot,10/24/2014,38.67,-90.24

Single_Gunshot,10/24/2014,38.67,-90.24

Multiple_Gunshots,10/24/2014,38.67,-90.26

Single_Gunshot,10/24/2014,38.66,-90.26

Single_Gunshot,10/24/2014,38.66,-90.26

Single_Gunshot,10/24/2014,38.67,-90.26

Single_Gunshot,10/24/2014,38.67,-90.25

Single_Gunshot,10/24/2014,38.67,-90.26

Multiple_Gunshots,10/24/2014,38.66,-90.26

Multiple_Gunshots,10/24/2014,38.66,-90.26

Multiple_Gunshots,10/24/2014,38.67,-90.24

Multiple_Gunshots,10/24/2014,38.67,-90.23

Single_Gunshot,10/24/2014,38.68,-90.28

Multiple_Gunshots,10/24/2014,38.67,-90.26

Multiple_Gunshots,10/23/2014,38.66,-90.26

Multiple_Gunshots,10/23/2014,38.67,-90.23

Multiple_Gunshots,10/23/2014,38.67,-90.23

Multiple_Gunshots,10/23/2014,38.66,-90.26

Single_Gunshot,10/23/2014,38.66,-90.26

Single_Gunshot,10/23/2014,38.67,-90.25

Multiple_Gunshots,10/23/2014,38.68,-90.26

Single_Gunshot,10/23/2014,38.66,-90.26

Multiple_Gunshots,10/23/2014,38.67,-90.25

Single_Gunshot,10/23/2014,38.66,-90.25

Single_Gunshot,10/23/2014,38.66,-90.26

Single_Gunshot,10/22/2014,38.67,-90.23

Multiple_Gunshots,10/22/2014,38.67,-90.25

Single_Gunshot,10/22/2014,38.67,-90.23

Single_Gunshot,10/22/2014,38.67,-90.22

Multiple_Gunshots,10/22/2014,38.67,-90.22

Single_Gunshot,10/22/2014,38.67,-90.23

Single_Gunshot,10/22/2014,38.66,-90.26

Single_Gunshot,10/22/2014,38.67,-90.23

Single_Gunshot,10/21/2014,38.68,-90.23

Multiple_Gunshots,10/21/2014,38.66,-90.26

Single_Gunshot,10/21/2014,38.66,-90.27

Single_Gunshot,10/21/2014,38.66,-90.27

Multiple_Gunshots,10/21/2014,38.67,-90.26

Multiple_Gunshots,10/20/2014,38.68,-90.26

Multiple_Gunshots,10/20/2014,38.67,-90.23

Single_Gunshot,10/19/2014,38.66,-90.24

Multiple_Gunshots,10/19/2014,38.66,-90.27

Single_Gunshot,10/19/2014,38.68,-90.27

Multiple_Gunshots,10/19/2014,38.68,-90.28

Single_Gunshot,10/19/2014,38.67,-90.26

Multiple_Gunshots,10/19/2014,38.67,-90.24

Multiple_Gunshots,10/19/2014,38.68,-90.23

Multiple_Gunshots,10/19/2014,38.66,-90.23

Single_Gunshot,10/19/2014,38.66,-90.23

Multiple_Gunshots,10/19/2014,38.67,-90.25

Multiple_Gunshots,10/19/2014,38.66,-90.23

Single_Gunshot,10/19/2014,38.66,-90.26

Single_Gunshot,10/19/2014,38.66,-90.26

Multiple_Gunshots,10/18/2014,38.68,-90.29

Multiple_Gunshots,10/18/2014,38.68,-90.25

Single_Gunshot,10/18/2014,38.68,-90.23

Single_Gunshot,10/18/2014,38.67,-90.27

Multiple_Gunshots,10/17/2014,38.69,-90.28

Single_Gunshot,10/17/2014,38.67,-90.23

Multiple_Gunshots,10/17/2014,38.67,-90.23

Multiple_Gunshots,10/17/2014,38.66,-90.25

Multiple_Gunshots,10/17/2014,38.67,-90.25

Multiple_Gunshots,10/17/2014,38.67,-90.26

Multiple_Gunshots,10/17/2014,38.68,-90.24

Single_Gunshot,10/16/2014,38.65,-90.25

Multiple_Gunshots,10/16/2014,38.66,-90.24

Single_Gunshot,10/16/2014,38.67,-90.23

Multiple_Gunshots,10/16/2014,38.67,-90.25

Multiple_Gunshots,10/16/2014,38.67,-90.24

Multiple_Gunshots,10/16/2014,38.67,-90.24

Single_Gunshot,10/16/2014,38.67,-90.24

Single_Gunshot,10/16/2014,38.67,-90.24

Multiple_Gunshots,10/15/2014,38.67,-90.26

Multiple_Gunshots,10/15/2014,38.68,-90.27

Single_Gunshot,10/15/2014,38.68,-90.26

Single_Gunshot,10/15/2014,38.67,-90.24

Single_Gunshot,10/15/2014,38.67,-90.25

Single_Gunshot,10/15/2014,38.67,-90.24

Single_Gunshot,10/14/2014,38.68,-90.29

Single_Gunshot,10/14/2014,38.67,-90.23

Multiple_Gunshots,10/14/2014,38.67,-90.23

Single_Gunshot,10/14/2014,38.67,-90.24

Multiple_Gunshots,10/14/2014,38.67,-90.27

Single_Gunshot,10/14/2014,38.67,-90.23

Single_Gunshot,10/14/2014,38.67,-90.27

Multiple_Gunshots,10/14/2014,38.67,-90.22

Single_Gunshot,10/14/2014,38.67,-90.24

Multiple_Gunshots,10/13/2014,38.67,-90.23

Multiple_Gunshots,10/13/2014,38.66,-90.27

Multiple_Gunshots,10/13/2014,38.67,-90.23

Multiple_Gunshots,10/13/2014,38.67,-90.25

Multiple_Gunshots,10/12/2014,38.65,-90.23

Multiple_Gunshots,10/12/2014,38.66,-90.25

Single_Gunshot,10/12/2014,38.67,-90.23

Single_Gunshot,10/12/2014,38.66,-90.23

Single_Gunshot,10/12/2014,38.67,-90.24

Multiple_Gunshots,10/11/2014,38.68,-90.27

Single_Gunshot,10/11/2014,38.68,-90.27

Single_Gunshot,10/11/2014,38.68,-90.28

Multiple_Gunshots,10/11/2014,38.68,-90.28

Multiple_Gunshots,10/11/2014,38.68,-90.28

Multiple_Gunshots,10/11/2014,38.68,-90.23

Single_Gunshot,10/11/2014,38.67,-90.25

Single_Gunshot,10/11/2014,38.66,-90.25

Single_Gunshot,10/11/2014,38.67,-90.24

Gunshot_or_firework,10/11/2014,38.68,-90.23

Multiple_Gunshots,10/11/2014,38.66,-90.27

Single_Gunshot,10/11/2014,38.68,-90.23

Single_Gunshot,10/11/2014,38.67,-90.24

Single_Gunshot,10/11/2014,38.68,-90.25

Multiple_Gunshots,10/10/2014,38.68,-90.24

Single_Gunshot,10/10/2014,38.67,-90.23

Single_Gunshot,10/10/2014,38.66,-90.23

Single_Gunshot,10/10/2014,38.68,-90.23

Single_Gunshot,10/10/2014,38.67,-90.24

Multiple_Gunshots,10/9/2014,38.67,-90.27

Multiple_Gunshots,10/9/2014,38.68,-90.27

Single_Gunshot,10/9/2014,38.68,-90.29

Multiple_Gunshots,10/9/2014,38.67,-90.26

Single_Gunshot,10/8/2014,38.67,-90.26

Multiple_Gunshots,10/8/2014,38.66,-90.26

Multiple_Gunshots,10/8/2014,38.66,-90.26

Single_Gunshot,10/8/2014,38.67,-90.24

Multiple_Gunshots,10/8/2014,38.67,-90.22

Single_Gunshot,10/8/2014,38.67,-90.24

Single_Gunshot,10/8/2014,38.68,-90.26

Single_Gunshot,10/8/2014,38.66,-90.23

Multiple_Gunshots,10/7/2014,38.67,-90.25

Multiple_Gunshots,10/7/2014,38.67,-90.25

Multiple_Gunshots,10/7/2014,38.67,-90.25

Multiple_Gunshots,10/7/2014,38.67,-90.25

Multiple_Gunshots,10/7/2014,38.67,-90.26

Multiple_Gunshots,10/7/2014,38.67,-90.25

Multiple_Gunshots,10/7/2014,38.68,-90.29

Multiple_Gunshots,10/7/2014,38.67,-90.24

Single_Gunshot,10/7/2014,38.66,-90.28

Single_Gunshot,10/7/2014,38.66,-90.23

Single_Gunshot,10/7/2014,38.66,-90.23

Single_Gunshot,10/7/2014,38.66,-90.23

Multiple_Gunshots,10/6/2014,38.67,-90.23

Multiple_Gunshots,10/6/2014,38.68,-90.28

Single_Gunshot,10/6/2014,38.67,-90.23

Multiple_Gunshots,10/6/2014,38.69,-90.28

Single_Gunshot,10/6/2014,38.67,-90.26

Multiple_Gunshots,10/6/2014,38.67,-90.25

Single_Gunshot,10/6/2014,38.67,-90.26

Single_Gunshot,10/6/2014,38.67,-90.26

Single_Gunshot,10/6/2014,38.67,-90.26

Multiple_Gunshots,10/5/2014,38.67,-90.26

Multiple_Gunshots,10/5/2014,38.66,-90.26

Multiple_Gunshots,10/5/2014,38.68,-90.29

Single_Gunshot,10/5/2014,38.68,-90.25

Multiple_Gunshots,10/4/2014,38.68,-90.27

Multiple_Gunshots,10/4/2014,38.68,-90.27

Single_Gunshot,10/4/2014,38.66,-90.26

Multiple_Gunshots,10/4/2014,38.67,-90.25

Multiple_Gunshots,10/4/2014,38.67,-90.24

Single_Gunshot,10/4/2014,38.66,-90.26

Multiple_Gunshots,10/3/2014,38.68,-90.23

Multiple_Gunshots,10/3/2014,38.67,-90.25

Single_Gunshot,10/3/2014,38.67,-90.23

